0.539062,0.274902,0.76416
0.476074,0.169922,0.755859
0.379883,0.25,0.76709
0.480957,0.251953,0.87207
0.445801,0.255371,0.922852
0.62793,0.257324,0.956543
0.575684,0.248047,0.943848
0.516602,0.226562,0.964355
0.480469,0.250977,0.934082
0.519531,0.222656,0.963379
0.5,0.254883,0.998535
0.500488,0.284668,1.010254
0.433594,0.288574,0.946777
0.408691,0.324219,1.375
0.361328,0.354492,1.038086
0.366699,0.319824,0.908691
0.309082,0.30127,0.876953
0.384766,0.335938,0.699707
0.422363,0.380859,0.761719
0.488281,0.415039,0.830078
0.494629,0.463379,0.84375
0.560547,0.474121,0.522461
0.526855,0.366699,0.872559
0.36377,0.395508,0.80127
0.456543,0.353027,0.810059
0.404785,0.314453,0.98584
0.407227,0.291992,0.800293
0.473145,0.428711,0.901367
0.335449,0.104492,0.84082
0.450684,0.235352,0.841797
0.270996,0.387207,0.855469
0.365234,0.395508,0.829102
0.383301,0.206543,0.709961
0.166016,0.213379,0.672852
0.317871,0.26709,0.985352
0.282715,0.273438,0.970215
0.094727,0.212402,1.401367
0.280762,0.365723,0.983887
0.39209,0.34375,0.883789
0.412109,0.291992,1.065918
0.26123,0.459961,1.317383
0.161621,0.304199,1.307129
0.439941,0.254883,0.985352
0.141113,0.276855,1.404297
0.52002,0.273926,0.529297
0.332031,0.403809,1.235352
0.630371,0.227051,0.890137
0.196777,0.307617,0.950684
0.19873,0.142578,0.904297
0.022461,0.1875,1.17627
0.16748,0.174316,0.981934
0.07959,0.206543,1.005859
0.022461,0.202148,1.039062
0.013184,0.257812,1.060547
0.116211,0.302246,1.086914
0.114746,0.28125,1.057129
0.15332,0.317871,1.00293
0.289062,0.350098,0.992676
0.291504,0.330078,0.979492
0.345215,0.345703,0.979492
0.205566,0.284668,1.047363
0.075195,0.297852,1.015625
-0.009766,0.268555,0.98584
0.038574,0.288086,1.046875
0.097656,0.293945,1.029785
0.207031,0.310547,1.018555
0.275391,0.307129,1.011719
0.23291,0.289551,0.963867
0.197266,0.276855,0.949219
0.564941,0.163086,0.886719
0.135742,0.194824,1.026855
0.099609,0.23584,1.046875
0.211426,0.339844,1.338379
3.145508,0.257812,-2.570801
1.316895,0.149902,15.874512
-0.638184,-0.374512,0.701172
0.524414,0.38623,0.958008
0.652344,0.288086,0.63623
0.78125,0.220215,0.979004
0.460938,0.213867,1.092285
0.550293,0.273926,0.966309
0.452148,0.290527,0.947266
0.316406,0.271973,1.002441
0.328125,0.276855,1.01416
0.316406,0.260742,1.016602
0.31543,0.244629,1.051758
0.344727,0.194336,1.14209
0.317871,0.203125,1.059082
0.20459,0.149902,1.018555
0.208984,0.091309,1.037598
0.212891,0.286133,0.887695
0.330566,0.197754,0.90918
0.425781,0.17041,0.95752
0.351562,0.179199,0.981445
0.416016,0.212891,0.998047
0.468262,0.327148,1.223145
0.405273,0.356934,1.02002
0.375,0.266602,0.993164
0.389648,0.374512,0.981934
0.471191,0.412598,1.078125
0.355469,0.157715,0.899414
0.245605,0.049316,0.950195
0.140625,0.058594,0.887695
0.194336,0.258789,0.8125
0.282227,0.439453,0.910156
0.574219,0.637695,0.819824
0.675293,0.617188,0.85791
0.645508,0.588379,0.782227
0.572266,0.516602,0.750488
0.591797,0.591309,0.754395
0.569336,0.590332,0.776855
0.528809,0.538574,0.757324
0.382812,0.385742,0.818359
0.360352,0.369629,0.840332
0.36377,0.166016,0.746582
0.249512,0.21582,0.96582
0.96875,0.779785,1.348633
0.441895,0.575195,0.890625
0.479492,0.499512,0.793945
0.541016,0.456055,0.6875
0.450195,0.385254,0.717285
0.545898,0.512695,0.629395
0.628906,0.673828,0.578613
0.591309,0.703613,0.561523
0.465332,0.702637,0.569336
0.502441,0.691895,0.596191
0.595215,0.686523,0.591309
0.64502,0.650879,0.686035
0.407227,0.429199,0.785156
0.291504,0.321777,0.850098
0.164551,0.203613,0.994141
0.246094,0.083984,1.047852
0.258789,0.14209,1.056152
0.38623,0.171875,1.095215
0.469238,0.27002,0.981445
0.401855,0.255371,1.112793
0.530762,0.220703,1.150391
0.130371,0.087891,1.234863
0.005859,0.04541,1.191895
0.208496,0.115723,0.898926
0.482422,0.237305,0.847168
0.430176,0.206055,0.844238
0.431641,0.339355,0.809082
0.447266,0.384766,0.824219
0.446777,0.39209,0.862793
0.571777,0.512695,0.748535
0.644043,0.526855,0.717285
0.520996,0.493652,0.745605
0.550293,0.47998,0.746582
0.603027,0.487305,0.740234
0.570801,0.477539,0.722168
0.552246,0.467773,0.735352
0.652832,0.470215,0.51709
0.5625,0.447754,0.797363
0.581055,0.388184,0.804688
0.327148,0.419434,1.125
0.536621,0.356934,0.90332
0.711426,0.438965,0.786133
0.998047,0.571777,-0.165039
0.452637,0.355957,1.293945
0.32959,0.516602,1.004883
0.312988,0.437988,0.843262
0.327148,0.265137,0.791016
0.35791,0.44873,0.991211
0.384766,1.032227,0.706543
0.540039,0.440918,0.864746
0.569824,-0.249512,1.154785
0.481934,-0.483887,1.009277
0.484375,-0.320801,0.933594
0.500977,0.174316,0.908203
0.472656,0.358398,0.858398
0.481934,0.313965,0.85791
0.489258,0.153809,0.874512
0.360352,0.117188,0.894531
0.285156,0.231934,0.903809
0.295898,0.232422,0.944824
0.70459,-0.030273,0.808105
0.592773,0.195312,0.690918
0.646973,0.193848,0.795898
0.580078,0.266113,0.83252
0.464355,0.260742,0.89502
0.361328,0.203125,1.024414
0.39502,0.247559,0.895996
0.414551,0.043457,0.917969
0.42334,0.089355,0.896484
0.415039,0.290527,0.658203
0.562988,0.102051,0.898438
0.445312,0.086914,0.660156
0.580566,0.082031,0.68457
0.891602,0.255859,0.478516
0.746094,0.447754,0.828613
0.875488,0.324707,0.416992
0.683594,0.254883,0.658691
0.574707,0.426758,0.840332
0.279785,0.300293,1.166992
0.226562,0.192383,0.760742
0.212402,0.145508,0.672852
0.388672,0.294922,0.738281
0.560547,0.300781,0.349121
0.364258,0.385254,0.90918
-0.121582,0.253906,1.95166
0.300293,0.270996,1.003418
0.353027,0.26123,0.633789
0.419922,0.186523,0.906738
0.344727,0.136719,0.885254
0.494141,0.178711,0.539551
0.388672,0.218262,0.925293
0.256348,0.230469,1.148926
0.256836,0.307129,1.040527
0.206055,0.430664,1.07373
0.375,0.290527,0.914062
0.404297,0.287109,0.89502
0.460449,0.271973,0.893555
0.361816,0.265625,0.898926
0.389648,0.276367,0.894043
0.39502,0.318359,0.935547
0.439453,0.369629,0.991211
0.529785,0.408691,1.125
0.450195,0.22168,0.835938
0.526367,0.131836,1.029785
0.422852,0.087891,0.939453
0.500977,0.169434,0.853027
0.286133,0.121094,0.841309
0.660645,0.15625,1.048828
0.468262,0.139648,1.071777
0.353516,0.07373,0.980469
0.192871,-0.035156,1.063965
-0.369629,0.040039,0.907227
-0.376465,0.101074,1.029297
-0.361328,-0.032715,1.171875
-0.8125,-0.049316,1.096191
-1.354492,-0.079102,1.140137
-1.04541,0.054688,1.210938
-0.508301,0.193848,1.30127
-0.347168,0.17041,1.174316
-0.290527,0.158203,1.041504
-0.266113,0.135254,0.978516
-0.240234,0.104004,0.908691
-0.195801,0.065918,0.931152
-0.129395,0.079102,0.903809
-0.049805,0.0625,0.897949
0.252441,0.01709,0.92041
0.321289,0.094727,0.912109
0.372559,0.106445,0.973145
0.220215,0.09668,0.926758
0.193359,0.138184,0.92627
-0.099121,0.076172,0.997559
-0.066895,0.098633,1.021484
-0.046387,0.227051,1.052734
-0.074219,0.292969,1.154785
0.015137,0.311523,0.953125
0.046875,0.283203,1.09082
-0.071777,0.220703,1.076172
-0.136719,0.066406,1.06543
0.033691,0.335449,0.727051
-0.135254,0.269043,1.054688
0.258301,-0.963379,1.17627
-0.232422,0.429199,1.068848
-0.04541,0.55127,1.029785
0.563477,0.431641,1.006836
0.706055,0.333008,1.004883
0.283203,0.201172,1.083008
-0.226074,0.095703,1.125
-0.139648,0.23877,1.106934
0.049805,0.338867,1.069336
0.019043,0.047852,0.885254
-0.320312,0.40918,0.942871
0.086914,0.477539,0.905762
0.296875,0.444336,0.991211
0.074707,0.318359,1.053711
-0.1875,0.299316,0.978027
-0.193848,0.007324,1.054199
0.160645,0.178711,0.803223
